2θ (°),I (count),σ (count),,
36.755,132,11.5,,
36.770,148,12.2,,
36.785,176,13.3,,
36.800,172,13.1,,
36.815,191,13.8,,
36.830,213,14.6,,
36.845,224,15.0,,
36.860,215,14.7,,
36.875,220,14.8,,
36.890,221,14.9,,
36.905,191,13.8,,
36.920,153,12.4,,
36.935,152,12.3,,
36.950,132,11.5,,
36.965,138,11.7,,
36.980,117,10.8,,
36.995,110,10.5,,
37.010,91,9.5,,
37.025,104,10.2,,
37.040,106,10.3,,
37.055,106,10.3,,
37.070,117,10.8,,
37.085,105,10.2,,
37.100,102,10.1,,
37.115,115,10.7,,
37.130,104,10.2,,
37.145,97,9.8,,
37.160,107,10.3,,
37.175,108,10.4,,
37.190,114,10.7,,
37.205,118,10.9,,
37.220,118,10.9,,
37.235,104,10.2,,
37.250,107,10.3,,
37.265,96,9.8,,
37.280,94,9.7,,
37.295,78,8.8,,
37.310,100,10.0,,
37.325,107,10.3,,
37.340,94,9.7,,
37.355,109,10.4,,
37.370,91,9.5,,
37.385,100,10.0,,
37.400,93,9.6,,
37.415,92,9.6,,
37.430,106,10.3,,
37.445,108,10.4,,
37.460,105,10.2,,
37.475,107,10.3,,
37.490,103,10.1,,
37.505,103,10.1,,
37.520,122,11.0,,
37.535,116,10.8,,
37.550,113,10.6,,
37.565,101,10.0,,
37.580,103,10.1,,
37.595,99,9.9,,
37.610,110,10.5,,
37.625,111,10.5,,
37.640,113,10.6,,
37.655,112,10.6,,
37.670,111,10.5,,
37.685,123,11.1,,
37.700,143,12.0,,
37.715,154,12.4,,
37.730,163,12.8,,
37.745,164,12.8,,
37.760,202,14.2,,
37.775,244,15.6,,
37.790,260,16.1,,
37.805,302,17.4,,
37.820,372,19.3,,
37.835,423,20.6,,
37.850,458,21.4,,
37.865,500,22.4,,
37.880,490,22.1,,
37.895,502,22.4,,
37.910,508,22.5,,
37.925,453,21.3,,
37.940,398,19.9,,
37.955,346,18.6,,
37.970,315,17.7,,
37.985,308,17.5,,
38.000,313,17.7,,
38.015,312,17.7,,
38.030,267,16.3,,
38.045,270,16.4,,
38.060,267,16.3,,
38.075,240,15.5,,
38.090,224,15.0,,
38.105,191,13.8,,
38.120,173,13.2,,
38.135,137,11.7,,
38.150,119,10.9,,
38.165,129,11.4,,
38.180,113,10.6,,
38.195,107,10.3,,
38.210,116,10.8,,
38.225,108,10.4,,
38.240,114,10.7,,
38.255,113,10.6,,
38.270,114,10.7,,
38.285,118,10.9,,
38.300,102,10.1,,
38.315,113,10.6,,
38.330,105,10.2,,
38.345,92,9.6,,
38.360,102,10.1,,
38.375,112,10.6,,
38.390,102,10.1,,
38.405,117,10.8,,
38.420,101,10.0,,
38.435,107,10.3,,
38.450,102,10.1,,
38.465,108,10.4,,
38.480,101,10.0,,
38.495,100,10.0,,
38.510,100,10.0,,
38.525,89,9.4,,
38.540,108,10.4,,
38.555,114,10.7,,
38.570,107,10.3,,
38.585,95,9.7,,
38.600,94,9.7,,
38.615,93,9.6,,
38.630,101,10.0,,
38.645,100,10.0,,
38.660,114,10.7,,
38.675,107,10.3,,
38.690,110,10.5,,
38.705,107,10.3,,
38.720,107,10.3,,
38.735,114,10.7,,
38.750,108,10.4,,
38.765,98,9.9,,
38.780,130,11.4,,
38.795,133,11.5,,
38.810,116,10.8,,
38.825,125,11.2,,
38.840,145,12.0,,
38.855,143,12.0,,
38.870,184,13.6,,
38.885,218,14.8,,
38.900,206,14.4,,
38.915,235,15.3,,
38.930,241,15.5,,
38.945,252,15.9,,
38.960,230,15.2,,
38.975,193,13.9,,
38.990,201,14.2,,
39.005,177,13.3,,
39.020,146,12.1,,
39.035,136,11.7,,
39.050,134,11.6,,
39.065,134,11.6,,
39.080,114,10.7,,
39.095,125,11.2,,
39.110,105,10.2,,
39.125,108,10.4,,
39.140,94,9.7,,
39.155,90,9.5,,
39.170,92,9.6,,
39.185,96,9.8,,
39.200,105,10.2,,
39.215,87,9.3,,
39.230,107,10.3,,
39.245,100,10.0,,
39.260,98,9.9,,
39.275,92,9.6,,
39.290,105,10.2,,
39.305,102,10.1,,
39.320,94,9.7,,
39.335,102,10.1,,
39.350,96,9.8,,
39.365,93,9.6,,
39.380,90,9.5,,
39.395,116,10.8,,
39.410,106,10.3,,
39.425,95,9.7,,
39.440,91,9.5,,
39.455,99,9.9,,
39.470,103,10.1,,
39.485,107,10.3,,
39.500,87,9.3,,
39.515,83,9.1,,
39.530,93,9.6,,
39.545,91,9.5,,
39.560,94,9.7,,
39.575,92,9.6,,
39.590,95,9.7,,
39.605,86,9.3,,
39.620,92,9.6,,
39.635,103,10.1,,
39.650,97,9.8,,
39.665,87,9.3,,
39.680,105,10.2,,
39.695,104,10.2,,
39.710,107,10.3,,
39.725,112,10.6,,
39.740,104,10.2,,
39.755,111,10.5,,
39.770,104,10.2,,
39.785,82,9.1,,
39.800,89,9.4,,
39.815,89,9.4,,
39.830,94,9.7,,
39.845,103,10.1,,
39.860,96,9.8,,
39.875,96,9.8,,
39.890,95,9.7,,
39.905,91,9.5,,
39.920,88,9.4,,
39.935,79,8.9,,
39.950,88,9.4,,
39.965,96,9.8,,
39.980,87,9.3,,
39.995,97,9.8,,
40.010,105,10.2,,
40.025,103,10.1,,
40.040,97,9.8,,
40.055,89,9.4,,
40.070,98,9.9,,
40.085,115,10.7,,
40.100,97,9.8,,
40.115,101,10.0,,
40.130,100,10.0,,
40.145,93,9.6,,
40.160,91,9.5,,
40.175,93,9.6,,
40.190,83,9.1,,
40.205,95,9.7,,
40.220,99,9.9,,
40.235,102,10.1,,
40.250,107,10.3,,
40.265,102,10.1,,
40.280,99,9.9,,
40.295,101,10.0,,
40.310,104,10.2,,
40.325,87,9.3,,
40.340,85,9.2,,
40.355,102,10.1,,
40.370,96,9.8,,
40.385,88,9.4,,
40.400,99,9.9,,
40.415,98,9.9,,
40.430,95,9.7,,
40.445,101,10.0,,
40.460,89,9.4,,
40.475,90,9.5,,
40.490,94,9.7,,
40.505,105,10.2,,
40.520,104,10.2,,
40.535,90,9.5,,
40.550,99,9.9,,
40.565,87,9.3,,
40.580,94,9.7,,
40.595,93,9.6,,
40.610,105,10.2,,
40.625,94,9.7,,
40.640,102,10.1,,
40.655,91,9.5,,
40.670,93,9.6,,
40.685,96,9.8,,
40.700,112,10.6,,
40.715,107,10.3,,
40.730,94,9.7,,
40.745,87,9.3,,
40.760,91,9.5,,
40.775,93,9.6,,
40.790,95,9.7,,
40.805,111,10.5,,
40.820,120,11.0,,
40.835,99,9.9,,
40.850,87,9.3,,
40.865,91,9.5,,
40.880,87,9.3,,
40.895,92,9.6,,
40.910,101,10.0,,
40.925,102,10.1,,
40.940,106,10.3,,
40.955,102,10.1,,
40.970,88,9.4,,
40.985,90,9.5,,
41.000,105,10.2,,
41.015,93,9.6,,
41.030,101,10.0,,
41.045,92,9.6,,
41.060,88,9.4,,
41.075,87,9.3,,
41.090,87,9.3,,
41.105,101,10.0,,
41.120,108,10.4,,
41.135,107,10.3,,
41.150,113,10.6,,
41.165,95,9.7,,
41.180,95,9.7,,
41.195,98,9.9,,
41.210,88,9.4,,
41.225,92,9.6,,
41.240,100,10.0,,
41.255,108,10.4,,
41.270,106,10.3,,
41.285,79,8.9,,
41.300,74,8.6,,
41.315,111,10.5,,
41.330,102,10.1,,
41.345,107,10.3,,
41.360,99,9.9,,
41.375,96,9.8,,
41.390,101,10.0,,
41.405,113,10.6,,
41.420,94,9.7,,
41.435,87,9.3,,
41.450,101,10.0,,
41.465,109,10.4,,
41.480,94,9.7,,
41.495,86,9.3,,
41.510,95,9.7,,
41.525,88,9.4,,
41.540,90,9.5,,
41.555,97,9.8,,
41.570,92,9.6,,
41.585,88,9.4,,
41.600,103,10.1,,
41.615,106,10.3,,
41.630,101,10.0,,
41.645,88,9.4,,
41.660,92,9.6,,
41.675,97,9.8,,
41.690,98,9.9,,
41.705,106,10.3,,
41.720,97,9.8,,
41.735,95,9.7,,
41.750,77,8.8,,
41.765,89,9.4,,
41.780,108,10.4,,
41.795,108,10.4,,
41.810,101,10.0,,
41.825,106,10.3,,
41.840,109,10.4,,
41.855,118,10.9,,
41.870,119,10.9,,
41.885,102,10.1,,
41.900,117,10.8,,
41.915,120,11.0,,
41.930,107,10.3,,
41.945,138,11.7,,
41.960,150,12.2,,
41.975,164,12.8,,
41.990,180,13.4,,
42.005,180,13.4,,
42.020,203,14.2,,
42.035,224,15.0,,
42.050,261,16.2,,
42.065,268,16.4,,
42.080,237,15.4,,
42.095,247,15.7,,
42.110,233,15.3,,
42.125,196,14.0,,
42.140,184,13.6,,
42.155,173,13.2,,
42.170,161,12.7,,
42.185,163,12.8,,
42.200,144,12.0,,
42.215,140,11.8,,
42.230,119,10.9,,
42.245,123,11.1,,
42.260,113,10.6,,
42.275,118,10.9,,
42.290,114,10.7,,
42.305,107,10.3,,
42.320,110,10.5,,
42.335,105,10.2,,
42.350,97,9.8,,
42.365,99,9.9,,
42.380,110,10.5,,
42.395,99,9.9,,
42.410,100,10.0,,
42.425,112,10.6,,
42.440,99,9.9,,
42.455,109,10.4,,
42.470,107,10.3,,
42.485,107,10.3,,
42.500,102,10.1,,
42.515,97,9.8,,
42.530,93,9.6,,
42.545,98,9.9,,
42.560,101,10.0,,
42.575,101,10.0,,
42.590,107,10.3,,
42.605,106,10.3,,
42.620,98,9.9,,
42.635,110,10.5,,
42.650,126,11.2,,
42.665,92,9.6,,
42.680,113,10.6,,
42.695,115,10.7,,
42.710,106,10.3,,
42.725,121,11.0,,
42.740,113,10.6,,
42.755,111,10.5,,
42.770,111,10.5,,
42.785,103,10.1,,
42.800,98,9.9,,
42.815,110,10.5,,
42.830,109,10.4,,
42.845,113,10.6,,
42.860,113,10.6,,
42.875,116,10.8,,
42.890,131,11.4,,
42.905,120,11.0,,
42.920,123,11.1,,
42.935,137,11.7,,
42.950,127,11.3,,
42.965,165,12.8,,
42.980,144,12.0,,
42.995,167,12.9,,
43.010,177,13.3,,
43.025,189,13.7,,
43.040,203,14.2,,
43.055,241,15.5,,
43.070,261,16.2,,
43.085,309,17.6,,
43.100,324,18.0,,
43.115,343,18.5,,
43.130,309,17.6,,
43.145,280,16.7,,
43.160,285,16.9,,
43.175,227,15.1,,
43.190,173,13.2,,
43.205,181,13.5,,
43.220,154,12.4,,
43.235,168,13.0,,
43.250,141,11.9,,
43.265,138,11.7,,
43.280,114,10.7,,
43.295,122,11.0,,
43.310,98,9.9,,
43.325,129,11.4,,
43.340,124,11.1,,
43.355,102,10.1,,
43.370,119,10.9,,
43.385,119,10.9,,
43.400,133,11.5,,
43.415,126,11.2,,
43.430,117,10.8,,
43.445,131,11.4,,
43.460,124,11.1,,
43.475,117,10.8,,
43.490,113,10.6,,
43.505,116,10.8,,
43.520,118,10.9,,
43.535,111,10.5,,
43.550,128,11.3,,
43.565,128,11.3,,
43.580,127,11.3,,
43.595,142,11.9,,
43.610,128,11.3,,
43.625,114,10.7,,
43.640,119,10.9,,
43.655,131,11.4,,
43.670,148,12.2,,
43.685,136,11.7,,
43.700,142,11.9,,
43.715,166,12.9,,
43.730,180,13.4,,
43.745,193,13.9,,
43.760,201,14.2,,
43.775,212,14.6,,
43.790,236,15.4,,
43.805,291,17.1,,
43.820,318,17.8,,
43.835,345,18.6,,
43.850,410,20.2,,
43.865,496,22.3,,
43.880,598,24.5,,
43.895,691,26.3,,
43.910,815,28.5,,
43.925,992,31.5,,
43.940,1131,33.6,,
43.955,1330,36.5,,
43.970,1412,37.6,,
43.985,1497,38.7,,
44.000,1467,38.3,,
44.015,1368,37.0,,
44.030,1272,35.7,,
44.045,1185,34.4,,
44.060,1032,32.1,,
44.075,963,31.0,,
44.090,876,29.6,,
44.105,872,29.5,,
44.120,895,29.9,,
44.135,932,30.5,,
44.150,926,30.4,,
44.165,886,29.8,,
44.180,819,28.6,,
44.195,721,26.9,,
44.210,620,24.9,,
44.225,508,22.5,,
44.240,410,20.2,,
44.255,348,18.7,,
44.270,299,17.3,,
44.285,248,15.7,,
44.300,211,14.5,,
44.315,188,13.7,,
44.330,175,13.2,,
44.345,182,13.5,,
44.360,159,12.6,,
44.375,167,12.9,,
44.390,148,12.2,,
44.405,145,12.0,,
44.420,153,12.4,,
44.435,136,11.7,,
44.450,153,12.4,,
44.465,143,12.0,,
44.480,119,10.9,,
44.495,131,11.4,,
44.510,142,11.9,,
44.525,136,11.7,,
44.540,135,11.6,,
44.555,135,11.6,,
44.570,124,11.1,,
44.585,120,11.0,,
44.600,124,11.1,,
44.615,110,10.5,,
44.630,124,11.1,,
44.645,122,11.0,,
44.660,140,11.8,,
44.675,134,11.6,,
44.690,119,10.9,,
44.705,133,11.5,,
44.720,115,10.7,,
44.735,121,11.0,,
44.750,116,10.8,,
44.765,121,11.0,,
44.780,118,10.9,,
44.795,125,11.2,,
44.810,135,11.6,,
44.825,144,12.0,,
44.840,154,12.4,,
44.855,147,12.1,,
44.870,154,12.4,,
44.885,162,12.7,,
44.900,145,12.0,,
44.915,167,12.9,,
44.930,180,13.4,,
44.945,156,12.5,,
44.960,138,11.7,,
44.975,150,12.2,,
44.990,155,12.4,,
45.005,150,12.2,,
45.020,151,12.3,,
45.035,139,11.8,,
45.050,148,12.2,,
45.065,139,11.8,,
45.080,138,11.7,,
45.095,108,10.4,,
45.110,125,11.2,,
45.125,118,10.9,,
45.140,128,11.3,,
45.155,137,11.7,,
45.170,138,11.7,,
45.185,133,11.5,,
45.200,132,11.5,,
45.215,132,11.5,,
45.230,134,11.6,,
45.245,112,10.6,,
45.260,109,10.4,,
45.275,115,10.7,,
45.290,115,10.7,,
45.305,105,10.2,,
45.320,111,10.5,,
45.335,114,10.7,,
45.350,120,11.0,,
45.365,119,10.9,,
45.380,115,10.7,,
45.395,108,10.4,,
45.410,107,10.3,,
45.425,107,10.3,,
45.440,104,10.2,,
45.455,111,10.5,,
45.470,114,10.7,,
45.485,125,11.2,,
45.500,121,11.0,,
45.515,125,11.2,,
45.530,109,10.4,,
45.545,122,11.0,,
45.560,120,11.0,,
45.575,129,11.4,,
45.590,111,10.5,,
45.605,112,10.6,,
45.620,99,9.9,,
45.635,120,11.0,,
45.650,129,11.4,,
45.665,125,11.2,,
45.680,132,11.5,,
45.695,121,11.0,,
45.710,120,11.0,,
45.725,144,12.0,,
45.740,124,11.1,,
45.755,152,12.3,,
45.770,168,13.0,,
45.785,179,13.4,,
45.800,176,13.3,,
45.815,188,13.7,,
45.830,190,13.8,,
45.845,204,14.3,,
45.860,206,14.4,,
45.875,238,15.4,,
45.890,217,14.7,,
45.905,208,14.4,,
45.920,230,15.2,,
45.935,184,13.6,,
45.950,174,13.2,,
45.965,175,13.2,,
45.980,151,12.3,,
45.995,147,12.1,,
46.010,148,12.2,,
46.025,152,12.3,,
46.040,146,12.1,,
46.055,133,11.5,,
46.070,124,11.1,,
46.085,120,11.0,,
46.100,109,10.4,,
46.115,115,10.7,,
46.130,135,11.6,,
46.145,125,11.2,,
46.160,113,10.6,,
46.175,109,10.4,,
46.190,98,9.9,,
46.205,103,10.1,,
46.220,125,11.2,,
46.235,123,11.1,,
46.250,126,11.2,,
46.265,116,10.8,,
46.280,113,10.6,,
46.295,124,11.1,,
46.310,117,10.8,,
46.325,129,11.4,,
46.340,118,10.9,,
46.355,119,10.9,,
46.370,147,12.1,,
46.385,130,11.4,,
46.400,110,10.5,,
46.415,125,11.2,,
46.430,103,10.1,,
46.445,109,10.4,,
46.460,121,11.0,,
46.475,127,11.3,,
46.490,115,10.7,,
46.505,119,10.9,,
46.520,131,11.4,,
46.535,138,11.7,,
46.550,148,12.2,,
46.565,148,12.2,,
46.580,154,12.4,,
46.595,179,13.4,,
46.610,183,13.5,,
46.625,189,13.7,,
46.640,229,15.1,,
46.655,240,15.5,,
46.670,268,16.4,,
46.685,293,17.1,,
46.700,374,19.3,,
46.715,452,21.3,,
46.730,500,22.4,,
46.745,588,24.2,,
46.760,658,25.7,,
46.775,801,28.3,,
46.790,889,29.8,,
46.805,976,31.2,,
46.820,995,31.5,,
46.835,989,31.4,,
46.850,1043,32.3,,
46.865,994,31.5,,
46.880,933,30.5,,
46.895,871,29.5,,
46.910,798,28.2,,
46.925,721,26.9,,
46.940,604,24.6,,
46.955,540,23.2,,
46.970,483,22.0,,
46.985,412,20.3,,
47.000,379,19.5,,
47.015,364,19.1,,
47.030,364,19.1,,
47.045,337,18.4,,
47.060,314,17.7,,
47.075,305,17.5,,
47.090,286,16.9,,
47.105,241,15.5,,
47.120,198,14.1,,
47.135,191,13.8,,
47.150,176,13.3,,
47.165,170,13.0,,
47.180,150,12.2,,
47.195,126,11.2,,
47.210,126,11.2,,
47.225,130,11.4,,
47.240,135,11.6,,
47.255,129,11.4,,
47.270,127,11.3,,
47.285,95,9.7,,
47.300,95,9.7,,
47.315,108,10.4,,
47.330,116,10.8,,
47.345,121,11.0,,
47.360,107,10.3,,
47.375,119,10.9,,
47.390,108,10.4,,
47.405,121,11.0,,
47.420,105,10.2,,
47.435,100,10.0,,
47.450,104,10.2,,
47.465,110,10.5,,
47.480,110,10.5,,
47.495,93,9.6,,
47.510,122,11.0,,
47.525,107,10.3,,
47.540,110,10.5,,
47.555,122,11.0,,
47.570,113,10.6,,
47.585,108,10.4,,
47.600,128,11.3,,
47.615,121,11.0,,
47.630,114,10.7,,
47.645,129,11.4,,
47.660,135,11.6,,
47.675,152,12.3,,
47.690,175,13.2,,
47.705,171,13.1,,
47.720,186,13.6,,
47.735,171,13.1,,
47.750,185,13.6,,
47.765,193,13.9,,
47.780,214,14.6,,
47.795,201,14.2,,
47.810,177,13.3,,
47.825,170,13.0,,
47.840,155,12.4,,
47.855,142,11.9,,
47.870,132,11.5,,
47.885,133,11.5,,
47.900,107,10.3,,
47.915,108,10.4,,
47.930,103,10.1,,
47.945,110,10.5,,
47.960,108,10.4,,
47.975,110,10.5,,
47.990,108,10.4,,
48.005,103,10.1,,
48.020,105,10.2,,
48.035,95,9.7,,
48.050,97,9.8,,
48.065,75,8.7,,
48.080,101,10.0,,
48.095,103,10.1,,
48.110,85,9.2,,
48.125,98,9.9,,
48.140,97,9.8,,
48.155,95,9.7,,
48.170,86,9.3,,
48.185,106,10.3,,
48.200,104,10.2,,
48.215,100,10.0,,
48.230,93,9.6,,
48.245,97,9.8,,
48.260,108,10.4,,
48.275,89,9.4,,
48.290,97,9.8,,
48.305,81,9.0,,
48.320,85,9.2,,
48.335,79,8.9,,
48.350,95,9.7,,
48.365,92,9.6,,
48.380,74,8.6,,
48.395,89,9.4,,
48.410,107,10.3,,
48.425,98,9.9,,
48.440,88,9.4,,
48.455,103,10.1,,
48.470,91,9.5,,
48.485,92,9.6,,
48.500,91,9.5,,
48.515,89,9.4,,
48.530,100,10.0,,
48.545,89,9.4,,
48.560,94,9.7,,
48.575,79,8.9,,
48.590,83,9.1,,
48.605,101,10.0,,
48.620,89,9.4,,
48.635,82,9.1,,
48.650,85,9.2,,
48.665,95,9.7,,
48.680,96,9.8,,
48.695,88,9.4,,
48.710,91,9.5,,
48.725,79,8.9,,
48.740,103,10.1,,
48.755,94,9.7,,
48.770,88,9.4,,
48.785,98,9.9,,
48.800,102,10.1,,
48.815,95,9.7,,
48.830,97,9.8,,
48.845,93,9.6,,
48.860,86,9.3,,
48.875,77,8.8,,
48.890,83,9.1,,
48.905,99,9.9,,
48.920,101,10.0,,
48.935,85,9.2,,
48.950,81,9.0,,
48.965,90,9.5,,
48.980,84,9.2,,
48.995,82,9.1,,
49.010,81,9.0,,
49.025,89,9.4,,
49.040,80,8.9,,
49.055,76,8.7,,
49.070,89,9.4,,
49.085,91,9.5,,
49.100,78,8.8,,
49.115,94,9.7,,
49.130,95,9.7,,
49.145,90,9.5,,
49.160,92,9.6,,
49.175,85,9.2,,
49.190,89,9.4,,
49.205,83,9.1,,
49.220,87,9.3,,
49.235,79,8.9,,
49.250,78,8.8,,
49.265,88,9.4,,
49.280,84,9.2,,
49.295,108,10.4,,
49.310,109,10.4,,
49.325,97,9.8,,
49.340,92,9.6,,
49.355,101,10.0,,
49.370,95,9.7,,
49.385,108,10.4,,
49.400,98,9.9,,
49.415,94,9.7,,
49.430,114,10.7,,
49.445,117,10.8,,
49.460,121,11.0,,
49.475,140,11.8,,
49.490,135,11.6,,
49.505,156,12.5,,
49.520,149,12.2,,
49.535,144,12.0,,
49.550,173,13.2,,
49.565,165,12.8,,
49.580,162,12.7,,
49.595,175,13.2,,
49.610,202,14.2,,
49.625,202,14.2,,
49.640,235,15.3,,
49.655,251,15.8,,
49.670,223,14.9,,
49.685,216,14.7,,
49.700,208,14.4,,
49.715,169,13.0,,
49.730,136,11.7,,
49.745,132,11.5,,
49.760,133,11.5,,
49.775,123,11.1,,
49.790,111,10.5,,
49.805,124,11.1,,
49.820,106,10.3,,
49.835,109,10.4,,
49.850,95,9.7,,
49.865,100,10.0,,
49.880,97,9.8,,
49.895,95,9.7,,
49.910,109,10.4,,
49.925,97,9.8,,
49.940,81,9.0,,
49.955,79,8.9,,
49.970,84,9.2,,
49.985,75,8.7,,
50.000,92,9.6,,
